model,market,split,entry_dt,side,outcome,win,entry_ask_cents,entry_bid_cents,entry_p_side,entry_p_yes,entry_edge_cents,entry_seconds_to_close,exit_type,exit_dt,exit_seconds_to_close,exit_bid_cents,exit_p_side,exit_fair_edge_to_bid_cents,pnl_cents,settled,cost_cents,entry_fee_cents,exit_fee_cents,total_fee_cents,candidate,entry_policy,exit_policy
v38_long60_antipersist,KXBTC15M-26MAY020315-15,train,2026-05-02 07:05:04.665000+00:00,no,no,True,67.0,66.0,0.7057237398725427,0.2942762601274574,3.5723739872542666,595.335,settlement_win,,,,,,66.0,True,134.0,4.0,0.0,4.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY020330-30,train,2026-05-02 07:23:21.175000+00:00,yes,yes,True,76.0,75.0,0.8323168670315381,0.8323168670315381,7.231686703153812,398.825,settlement_win,,,,,,48.0,True,152.0,3.0,0.0,3.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY020345-45,train,2026-05-02 07:35:37.361000+00:00,no,no,True,85.0,84.0,0.8698883707475731,0.1301116292524269,1.9888370747573134,562.639,settlement_win,,,,,,30.0,True,170.0,2.0,0.0,2.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY020400-00,train,2026-05-02 07:54:09.029000+00:00,no,no,True,66.0,65.0,0.6787176104345164,0.3212823895654836,1.8717610434516416,350.971,probability_reduce,2026-05-02 07:55:09.071000+00:00,290.929,42.0,0.4441939140905651,2.4193914090565087,-48.0,False,132.0,4.0,4.0,8.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY020415-15,train,2026-05-02 08:10:55.120000+00:00,yes,yes,True,67.0,64.0,0.7060580428715656,0.7060580428715656,3.605804287156559,244.88,settlement_win,,,,,,66.0,True,134.0,4.0,0.0,4.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY020430-30,train,2026-05-02 08:22:26.006000+00:00,yes,yes,True,66.0,65.0,0.6914849514452562,0.6914849514452562,3.1484951445256257,453.994,settlement_win,,,,,,68.0,True,132.0,4.0,0.0,4.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY020445-45,train,2026-05-02 08:35:12.255000+00:00,yes,yes,True,80.0,79.0,0.8065259390884056,0.8065259390884056,0.6525939088405579,587.745,settlement_win,,,,,,40.0,True,160.0,3.0,0.0,3.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY020500-00,train,2026-05-02 08:54:13.972000+00:00,yes,no,False,77.0,76.0,0.772699449916458,0.772699449916458,0.26994499164580077,346.028,probability_reduce,2026-05-02 08:55:14.065000+00:00,285.935,43.0,0.333000704954575,-9.699929504542496,-68.0,False,154.0,3.0,4.0,7.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY020515-15,train,2026-05-02 09:05:45.006000+00:00,no,no,True,62.0,61.0,0.6572379322002811,0.3427620677997188,3.7237932200281136,554.994,probability_reduce,2026-05-02 09:11:00.438000+00:00,239.562,46.0,0.5073595753435463,4.735957534354625,-32.0,False,124.0,4.0,4.0,8.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY020530-30,train,2026-05-02 09:22:46.472000+00:00,yes,yes,True,86.0,85.0,0.8602799879414383,0.8602799879414383,0.027998794143840655,433.528,settlement_win,,,,,,28.0,True,172.0,2.0,0.0,2.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY020545-45,train,2026-05-02 09:37:02.949000+00:00,yes,yes,True,91.0,90.0,0.9390690234700374,0.9390690234700374,2.9069023470037365,477.051,probability_reduce,2026-05-02 09:40:03.161000+00:00,296.839,56.0,0.401977184516872,-15.802281548312806,-70.0,False,182.0,2.0,4.0,6.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY020600-00,train,2026-05-02 09:53:19.333000+00:00,no,no,True,66.0,65.0,0.7050970916913142,0.2949029083086858,4.509709169131412,400.667,settlement_win,,,,,,68.0,True,132.0,4.0,0.0,4.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY020615-15,train,2026-05-02 10:05:20.240000+00:00,yes,yes,True,61.0,60.0,0.6585155399142661,0.6585155399142661,4.851553991426613,579.76,probability_reduce,2026-05-02 10:06:05.305000+00:00,534.695,58.0,0.5110791720904411,-6.892082790955897,-6.0,False,122.0,4.0,4.0,8.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY020630-30,train,2026-05-02 10:23:06.698000+00:00,no,no,True,96.0,95.0,0.9762122127707672,0.0237877872292327,1.6212212770767138,413.302,settlement_win,,,,,,8.0,True,192.0,1.0,0.0,1.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY020645-45,train,2026-05-02 10:36:08.034000+00:00,yes,no,False,64.0,63.0,0.7235467919529938,0.7235467919529938,8.354679195299383,531.966,probability_reduce,2026-05-02 10:41:08.536000+00:00,231.464,35.0,0.3562210803702764,0.6221080370276368,-58.0,False,128.0,4.0,4.0,8.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY020700-00,train,2026-05-02 10:52:09.613000+00:00,yes,yes,True,77.0,76.0,0.7790892708721704,0.7790892708721704,0.9089270872170374,470.387,settlement_win,,,,,,46.0,True,154.0,3.0,0.0,3.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY020715-15,train,2026-05-02 11:05:11.054000+00:00,no,no,True,90.0,89.0,0.9155804058599456,0.0844195941400544,1.5580405859945614,588.946,settlement_win,,,,,,20.0,True,180.0,2.0,0.0,2.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY020730-30,train,2026-05-02 11:21:27.801000+00:00,yes,yes,True,67.0,66.0,0.6767503314238884,0.6767503314238884,0.6750331423888412,512.199,settlement_win,,,,,,66.0,True,134.0,4.0,0.0,4.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY020745-45,train,2026-05-02 11:37:29.287000+00:00,no,no,True,94.0,93.0,0.9424075168907452,0.0575924831092547,0.24075168907451427,450.713,settlement_win,,,,,,12.0,True,188.0,1.0,0.0,1.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY020800-00,train,2026-05-02 11:52:00.742000+00:00,no,yes,False,91.0,91.0,0.9150898364252212,0.0849101635747787,0.508983642522125,479.258,probability_reduce,2026-05-02 11:57:01.225000+00:00,178.775,45.0,0.4651459805655505,1.5145980565550516,-92.0,False,182.0,2.0,4.0,6.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY020815-15,train,2026-05-02 12:09:32.431000+00:00,yes,no,False,13.0,12.0,0.6718540719087721,0.6718540719087721,54.185407190877214,327.569,probability_reduce,2026-05-02 12:10:02.445000+00:00,297.555,13.0,0.0681305006679627,-6.1869499332037305,0.0,False,26.0,2.0,2.0,4.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY020830-30,train,2026-05-02 12:26:34.055000+00:00,yes,yes,True,99.0,98.0,0.9916909453885894,0.9916909453885894,0.16909453885894266,205.945,settlement_win,,,,,,2.0,True,198.0,1.0,0.0,1.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY020845-45,train,2026-05-02 12:36:05.117000+00:00,no,no,True,69.0,68.0,0.7175871088683596,0.2824128911316403,2.7587108868359564,534.883,settlement_win,,,,,,62.0,True,138.0,3.0,0.0,3.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY020900-00,train,2026-05-02 12:52:06.570000+00:00,no,no,True,62.0,61.0,0.6826001975885577,0.3173998024114423,6.260019758855776,473.43,settlement_win,,,,,,76.0,True,124.0,4.0,0.0,4.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY020915-15,train,2026-05-02 13:05:07.904000+00:00,yes,yes,True,97.0,97.0,0.9784936625689388,0.9784936625689388,0.8493662568938731,592.096,settlement_win,,,,,,6.0,True,194.0,1.0,0.0,1.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY020930-30,train,2026-05-02 13:20:09.554000+00:00,no,no,True,92.0,91.0,0.9703240671712388,0.0296759328287611,5.032406717123877,590.446,settlement_win,,,,,,16.0,True,184.0,2.0,0.0,2.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY020945-45,train,2026-05-02 13:41:56.446000+00:00,yes,yes,True,92.0,91.0,0.9415516253305056,0.9415516253305056,2.1551625330505573,183.554,settlement_win,,,,,,16.0,True,184.0,2.0,0.0,2.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY021015-15,train,2026-05-02 14:05:00.242000+00:00,yes,no,False,69.0,68.0,0.7075397494797614,0.7075397494797614,1.7539749479761326,599.758,probability_reduce,2026-05-02 14:08:00.475000+00:00,419.525,50.0,0.445074817291429,-5.492518270857097,-38.0,False,138.0,3.0,4.0,7.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY021030-30,train,2026-05-02 14:23:02.441000+00:00,yes,yes,True,70.0,69.0,0.7048369850633358,0.7048369850633358,0.4836985063335817,417.559,probability_reduce,2026-05-02 14:25:02.633000+00:00,297.367,49.0,0.4405112288288754,-4.94887711711246,-42.0,False,140.0,3.0,4.0,7.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY021045-45,train,2026-05-02 14:35:37.107000+00:00,yes,no,False,71.0,70.0,0.7643841734129234,0.7643841734129234,5.438417341292336,562.893,probability_reduce,2026-05-02 14:39:07.373000+00:00,352.627,28.0,0.1081988548001912,-17.18011451998088,-86.0,False,142.0,3.0,3.0,6.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY021100-00,train,2026-05-02 14:50:09.791000+00:00,yes,yes,True,81.0,80.0,0.8196498012672844,0.8196498012672844,0.9649801267284346,590.209,settlement_win,,,,,,38.0,True,162.0,3.0,0.0,3.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY021115-15,train,2026-05-02 15:05:11.187000+00:00,yes,yes,True,62.0,59.0,0.6532600673325198,0.6532600673325198,3.3260067332519867,588.813,settlement_win,,,,,,76.0,True,124.0,4.0,0.0,4.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY021130-30,train,2026-05-02 15:20:12.603000+00:00,no,no,True,92.0,91.0,0.9393094717150062,0.0606905282849937,1.9309471715006197,587.397,settlement_win,,,,,,16.0,True,184.0,2.0,0.0,2.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY021145-45,train,2026-05-02 15:35:14.034000+00:00,yes,yes,True,87.0,86.0,0.8882717207331259,0.8882717207331259,1.8271720733125818,585.966,settlement_win,,,,,,26.0,True,174.0,2.0,0.0,2.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY021200-00,train,2026-05-02 15:56:09.913000+00:00,yes,yes,True,93.0,92.0,0.9528235513263764,0.9528235513263764,2.2823551326376474,230.087,settlement_win,,,,,,14.0,True,186.0,1.0,0.0,1.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY021300-00,train,2026-05-02 16:59:07.748000+00:00,no,no,True,86.0,83.0,0.9352284879670664,0.0647715120329335,7.52284879670664,52.252,settlement_win,,,,,,28.0,True,172.0,2.0,0.0,2.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY021315-15,train,2026-05-02 17:06:08.476000+00:00,no,no,True,82.0,81.0,0.8290365146369649,0.1709634853630351,0.903651463696491,531.524,settlement_win,,,,,,36.0,True,164.0,3.0,0.0,3.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY021345-45,train,2026-05-02 17:37:41.091000+00:00,yes,no,False,86.0,85.0,0.8762227083457708,0.8762227083457708,1.6222708345770798,438.909,probability_reduce,2026-05-02 17:42:11.393000+00:00,168.607,49.0,0.4214163387066272,-6.858366129337277,-74.0,False,172.0,2.0,4.0,6.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY021400-00,train,2026-05-02 17:52:12.178000+00:00,no,no,True,86.0,85.0,0.8749454749177961,0.1250545250822039,1.4945474917795991,467.822,settlement_win,,,,,,28.0,True,172.0,2.0,0.0,2.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY021415-15,train,2026-05-02 18:05:13.420000+00:00,no,no,True,86.0,85.0,0.9078335866194336,0.0921664133805665,4.783358661943353,586.58,settlement_win,,,,,,28.0,True,172.0,2.0,0.0,2.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY021430-30,train,2026-05-02 18:21:59.838000+00:00,yes,yes,True,94.0,94.0,0.9505510020862046,0.9505510020862046,1.055100208620459,480.162,settlement_win,,,,,,12.0,True,188.0,1.0,0.0,1.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY021445-45,train,2026-05-02 18:37:01.392000+00:00,yes,yes,True,95.0,94.0,0.9602831624611552,0.9602831624611552,1.0283162461155229,478.608,settlement_win,,,,,,10.0,True,190.0,1.0,0.0,1.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY021500-00,train,2026-05-02 18:52:18.324000+00:00,yes,yes,True,87.0,86.0,0.8893574053623057,0.8893574053623057,1.9357405362305684,461.676,settlement_win,,,,,,26.0,True,174.0,2.0,0.0,2.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY021515-15,train,2026-05-02 19:06:04.600000+00:00,no,yes,False,66.0,65.0,0.6682856937724572,0.3317143062275428,0.8285693772457137,535.4,probability_reduce,2026-05-02 19:10:05.015000+00:00,294.985,42.0,0.417937840280335,-0.20621597196650043,-48.0,False,132.0,4.0,4.0,8.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY021530-30,train,2026-05-02 19:24:06.565000+00:00,no,no,True,95.0,95.0,0.971018923544942,0.0289810764550579,2.101892354494197,353.435,settlement_win,,,,,,10.0,True,190.0,1.0,0.0,1.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY021545-45,train,2026-05-02 19:42:08.289000+00:00,yes,yes,True,99.0,99.0,0.9927544030040766,0.9927544030040766,0.2754403004076522,171.711,settlement_win,,,,,,2.0,True,198.0,1.0,0.0,1.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY021600-00,train,2026-05-02 19:50:39.063000+00:00,no,no,True,62.0,60.0,0.6538487763853427,0.3461512236146573,3.384877638534263,560.937,settlement_win,,,,,,76.0,True,124.0,4.0,0.0,4.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY021645-45,train,2026-05-02 20:40:14.345000+00:00,yes,yes,True,96.0,96.0,0.9773525696809005,0.9773525696809005,1.7352569680900416,285.655,settlement_win,,,,,,8.0,True,192.0,1.0,0.0,1.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY021700-00,train,2026-05-02 20:53:00.865000+00:00,yes,yes,True,83.0,82.0,0.8338805444298588,0.8338805444298588,0.3880544429858759,419.135,settlement_win,,,,,,34.0,True,166.0,2.0,0.0,2.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY021715-15,train,2026-05-02 21:05:02.138000+00:00,yes,no,False,83.0,82.0,0.8383636765922037,0.8383636765922037,0.8363676592203717,597.862,settlement_loss,,,,,,-166.0,True,166.0,2.0,0.0,2.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY021730-30,train,2026-05-02 21:20:48.754000+00:00,yes,yes,True,83.0,82.0,0.8401161955920541,0.8401161955920541,1.011619559205414,551.246,settlement_win,,,,,,34.0,True,166.0,2.0,0.0,2.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY021745-45,train,2026-05-02 21:35:05.390000+00:00,yes,yes,True,89.0,88.0,0.9007568675553632,0.9007568675553632,1.0756867555363243,594.61,settlement_win,,,,,,22.0,True,178.0,2.0,0.0,2.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY021815-15,train,2026-05-02 22:14:09.245000+00:00,yes,yes,True,98.0,98.0,0.9938850073722398,0.9938850073722398,1.3885007372239784,50.755,settlement_win,,,,,,4.0,True,196.0,1.0,0.0,1.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY021830-30,train,2026-05-02 22:21:39.693000+00:00,no,no,True,86.0,85.0,0.8981603576893527,0.1018396423106473,3.816035768935265,500.307,settlement_win,,,,,,28.0,True,172.0,2.0,0.0,2.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY021845-45,train,2026-05-02 22:36:40.918000+00:00,yes,yes,True,93.0,93.0,0.9395824433132192,0.9395824433132192,0.9582443313219215,499.082,settlement_win,,,,,,14.0,True,186.0,1.0,0.0,1.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY021900-00,train,2026-05-02 22:50:11.965000+00:00,yes,yes,True,83.0,82.0,0.8433930364691079,0.8433930364691079,1.3393036469107926,588.035,settlement_win,,,,,,34.0,True,166.0,2.0,0.0,2.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY021915-15,train,2026-05-02 23:05:13.181000+00:00,no,no,True,86.0,85.0,0.8802061897432523,0.1197938102567477,2.020618974325231,586.819,settlement_win,,,,,,28.0,True,172.0,2.0,0.0,2.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY021930-30,train,2026-05-02 23:27:00.136000+00:00,yes,yes,True,93.0,92.0,0.9558427143184396,0.9558427143184396,2.584271431843959,179.864,settlement_win,,,,,,14.0,True,186.0,1.0,0.0,1.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY021945-45,train,2026-05-02 23:37:46.146000+00:00,no,no,True,82.0,81.0,0.8677968022902578,0.1322031977097422,4.779680229025786,433.854,settlement_win,,,,,,36.0,True,164.0,3.0,0.0,3.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY022000-00,train,2026-05-02 23:52:17.755000+00:00,no,no,True,80.0,79.0,0.8873113927177338,0.1126886072822662,8.731139271773387,462.245,settlement_win,,,,,,40.0,True,160.0,3.0,0.0,3.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY022015-15,train,2026-05-03 00:05:03.741000+00:00,yes,no,False,68.0,67.0,0.6945058611489203,0.6945058611489203,1.4505861148920332,596.259,probability_reduce,2026-05-03 00:08:04.194000+00:00,415.806,18.0,0.1669634812837532,-1.3036518716246803,-100.0,False,136.0,4.0,3.0,7.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY022245-45,train,2026-05-03 02:35:14.069000+00:00,yes,yes,True,79.0,78.0,0.8136154163101263,0.8136154163101263,2.361541631012642,585.931,settlement_win,,,,,,42.0,True,158.0,3.0,0.0,3.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY022300-00,train,2026-05-03 02:53:30.252000+00:00,yes,yes,True,93.0,92.0,0.940892839120309,0.940892839120309,1.0892839120308935,389.748,settlement_win,,,,,,14.0,True,186.0,1.0,0.0,1.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY022330-30,train,2026-05-03 03:27:18.255000+00:00,no,no,True,45.0,41.0,0.7635599012187235,0.2364400987812764,31.355990121872352,161.745,probability_reduce,2026-05-03 03:29:03.354000+00:00,56.646,15.0,0.1334148226591405,-1.6585177340859492,-60.0,False,90.0,4.0,2.0,6.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY022345-45,train,2026-05-03 03:36:18.785000+00:00,yes,yes,True,90.0,89.0,0.9205171903471644,0.9205171903471644,2.0517190347164416,521.215,settlement_win,,,,,,20.0,True,180.0,2.0,0.0,2.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030000-00,train,2026-05-03 03:53:20.641000+00:00,yes,yes,True,94.0,94.0,0.9584950321690392,0.9584950321690392,1.8495032169039263,399.359,settlement_win,,,,,,12.0,True,188.0,1.0,0.0,1.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030015-15,train,2026-05-03 04:10:37.270000+00:00,no,no,True,98.0,97.0,0.9897639667547616,0.0102360332452384,0.9763966754761668,262.73,settlement_win,,,,,,4.0,True,196.0,1.0,0.0,1.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030030-30,train,2026-05-03 04:25:53.675000+00:00,yes,yes,True,97.0,97.0,0.979151252665466,0.979151252665466,0.9151252665465961,246.325,settlement_win,,,,,,6.0,True,194.0,1.0,0.0,1.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030045-45,train,2026-05-03 04:36:54.688000+00:00,no,no,True,67.0,66.0,0.6884500870961896,0.3115499129038104,1.8450087096189662,485.312,settlement_win,,,,,,66.0,True,134.0,4.0,0.0,4.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030100-00,train,2026-05-03 04:52:56.372000+00:00,no,no,True,70.0,69.0,0.7386913942336202,0.2613086057663797,3.8691394233620144,423.628,settlement_win,,,,,,60.0,True,140.0,3.0,0.0,3.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030115-15,train,2026-05-03 05:11:28.608000+00:00,yes,yes,True,99.0,99.0,0.994325586605112,0.994325586605112,0.43255866051120506,211.392,settlement_win,,,,,,2.0,True,198.0,1.0,0.0,1.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030130-30,train,2026-05-03 05:29:00.240000+00:00,no,no,True,99.0,98.0,0.9933566546039576,0.0066433453960424,0.3356654603957594,59.76,settlement_win,,,,,,2.0,True,198.0,1.0,0.0,1.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030145-45,train,2026-05-03 05:44:16.510000+00:00,no,no,True,98.0,97.0,0.9824224598827402,0.0175775401172597,0.24224598827402133,43.49,settlement_win,,,,,,4.0,True,196.0,1.0,0.0,1.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030215-15,train,2026-05-03 06:10:18.859000+00:00,no,no,True,97.0,97.0,0.9860108600806664,0.0139891399193334,1.6010860080666447,281.141,settlement_win,,,,,,6.0,True,194.0,1.0,0.0,1.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030230-30,validation,2026-05-03 06:27:50.664000+00:00,no,no,True,99.0,99.0,0.9918452111970484,0.0081547888029516,0.18452111970483998,129.336,settlement_win,,,,,,2.0,True,198.0,1.0,0.0,1.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030245-45,validation,2026-05-03 06:41:37.156000+00:00,yes,yes,True,86.0,85.0,0.927492696688016,0.927492696688016,6.7492696688016025,202.844,settlement_win,,,,,,28.0,True,172.0,2.0,0.0,2.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030300-00,validation,2026-05-03 06:53:08.118000+00:00,yes,yes,True,99.0,99.0,0.9937354906130572,0.9937354906130572,0.37354906130572374,411.882,settlement_win,,,,,,2.0,True,198.0,1.0,0.0,1.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030315-15,validation,2026-05-03 07:06:09.477000+00:00,yes,yes,True,97.0,96.0,0.9744992023623348,0.9744992023623348,0.4499202362334813,530.523,settlement_win,,,,,,6.0,True,194.0,1.0,0.0,1.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
v38_long60_antipersist,KXBTC15M-26MAY030330-30,validation,2026-05-03 07:25:26.232000+00:00,yes,yes,True,93.0,92.0,0.9453100648326912,0.9453100648326912,1.531006483269124,273.768,settlement_win,,,,,,14.0,True,186.0,1.0,0.0,1.0,block_market_first_edge_10_25,edge0_ask100_p0.65_stc0-600,prob52
